Article ID,Title,Abstract,Title_p,Abstract_p,Date,contains_drug,contains_disease,contains_treatment,contains_symptom,contains_prevention,contains_healthcare_provider,contains_vaccine,contains_diagnosis
37813609,FOXJ1 Variants Causing Primary Ciliary Dyskinesia with Hydrocephalus: A Case ,Primary ciliary dyskinesia (PCD) is a genetic disease characterized by motile ,foxj1 variant caus primari ciliari dyskinesia hydrocephalu case,primari ciliari dyskinesia pcd genet diseas character motil,2023-10-06,False,True,False,False,False,False,False,False
37813602,Prognostic Impact of Reduced Left Ventricular Ejection Fraction After ,BACKGROUND: The mechanism underlying a poor prognosis in patients with ,prognost impact reduc left ventricular eject fraction,background mechan underli poor prognosi patient,2023-10-06,False,True,False,True,False,False,False,False
37813599,Pin-Hole Left Ventricular Rupture After Bailout Coil Embolization for Coronary ,,left ventricular ruptur bailout coil embol coronari,,2023-10-25,False,False,True,False,False,False,False,False
37813587,"Heart failure with preserved ejection fraction, red cell distribution width, and ",AIMS: Red cell distribution width (RDW) is a strong prognostic marker in patients ,heart failur preserv eject fraction red cell distribut width,aim red cell distribut width rdw strong prognost marker patient,2023-10-09,False,True,False,False,False,False,False,False
37813561,Utility of exercise ECG testing in clinical practice: back to the future?,,util exercis ecg test clinic practic back futur,,2023-10-09,False,True,False,False,False,False,False,False
37813285,Loganin protects against myocardial ischemia-reperfusion injury by modulating ,BACKGROUND: Myocardial ischemia-reperfusion injury (MIRI) is a pathological ,loganin protect myocardi injuri modul,background myocardi injuri miri patholog,2023-10-09,False,True,True,False,False,False,False,False
37813186,The suprachoroidal space in patients affected by retinitis pigmentosa.,BACKGROUND AND OBJECTIVE: The Suprachoroidal Space (SCS) is a theoretical ,suprachoroid space patient affect retin pigmentosa,background object suprachoroid space sc theoret,2023-10-07,True,True,True,False,False,False,False,False
37813131,THE IMPACT OF INTRA-OPERATIVE THERAPEUTIC PLASMA EXCHANGE ON BLEEDING IN LUNG ,PURPOSE: Our program uses a desensitization protocol that includes intraoperative ,impact therapeut plasma exchang bleed lung,purpos program use desensit protocol includ intraop,2023-10-07,False,True,False,False,False,False,False,False
37813130,Cytomegalovirus infection is associated with impaired myocardial flow reserve ,BACKGROUND: Cardiac allograft vasculopathy (CAV) limits long-term survival after ,cytomegaloviru infect associ impair myocardi flow reserv,background cardiac allograft vasculopathi cav limit surviv,2023-10-07,False,True,False,False,False,False,False,False
37812967,Health status and comorbidities of adult patients with late-diagnosed ,BACKGROUND: Phenylketonuria (PKU) is an inborn error of metabolism. When ,health statu comorbid adult patient,background phenylketonuria pku inborn error metabol,,False,True,True,False,False,False,False,True
37812958,"Necrotizing fasciitis following gastrostomy tube placement, detected by ",INTRODUCTION: Necrotizing fasciitis is a recognized rare complication of ,necrot fasciiti follow gastrostomi tube placement detect,introduct necrot fasciiti recogn rare complic,,False,True,False,False,False,False,False,True
37812888,Allogeneic mitochondrial transplantation ameliorates cardiac dysfunction due to ,Damage to the mitochondria may lead to serious conditions that are difficult to ,allogen mitochondri transplant amelior cardiac dysfunct due,damag mitochondria may lead seriou condit difficult,,True,True,True,False,True,False,False,False
37812868,Left Atrial Stiffness Index as a Predictor of Effort Intolerance and Hemodynamics ,"In patients with degenerative mitral regurgitation (DMR), peak oxygen consumption ",left atrial stiff index predictor effort intoler hemodynam,patient degen mitral regurgit dmr peak oxygen consumpt,2023-12-01,False,False,False,True,False,False,False,False
37812867,Left Ventricular Unloading With Impella Versus IABP in Patients With VA-ECMO: A ,Venoarterial extracorporeal membrane oxygenation (VA-ECMO) use for circulatory ,left ventricular unload impella versu iabp patient,venoarteri extracorpor membran oxygen use circulatori,2023-12-01,False,False,True,False,False,False,False,False
37812866,Real-World Incidence of Adverse Clinical Outcomes Among People With Coronary ,"Presence of polyvascular disease, diabetes, heart failure, or renal insufficiency ",incid advers clinic outcom among peopl coronari,presenc polyvascular diseas diabet heart failur renal insuffici,2023-12-01,False,True,False,False,False,True,False,False
37812864,Echocardiographic and Clinical Outcomes in Symptomatic Patients With Less Than ,Optimal timing for aortic valve replacement in symptomatic patients with less ,echocardiograph clinic outcom symptomat patient less,optim time aortic valv replac symptomat patient less,2023-12-01,False,False,True,True,False,False,False,False
37812863,Utility of Fractional Flow Reserve Computed Tomography Angiography in Patients ,Coronary computed tomography angiography is a modality with high negative ,util fraction flow reserv comput tomographi angiographi patient,coronari comput tomographi angiographi modal high neg,2023-12-01,False,True,False,False,False,False,False,False
37812853,Tetrahydrocurcumin ameliorates postinfarction cardiac dysfunction and remodeling ,BACKGROUND: Myocardial infarction (MI) often leads to sudden cardiac death. ,tetrahydrocurcumin amelior postinfarct cardiac dysfunct remodel,background myocardi infarct mi often lead sudden cardiac death,,False,True,True,False,False,False,False,False
37812760,Coronary calcification in patients presenting with acute coronary syndromes: ,AIMS: The role of coronary calcification on clinical outcomes among different ,coronari calcif patient present acut coronari syndrom,aim role coronari calcif clinic outcom among differ,2023-11-16,False,True,True,False,False,False,False,True
37812759,Modular Bioorthogonal Lipid Nanoparticle Modification Platforms for Cardiac ,Lipid nanoparticles (LNPs) are becoming widely adopted as vectors for the ,modular bioorthogon lipid nanoparticl modif platform cardiac,lipid nanoparticl lnp becom wide adopt vector,2023-10-18,False,True,True,False,False,False,False,False
37812744,"Quantitative Analysis of Acetyl-CoA, Malonyl-CoA, and Succinyl-CoA in Myocytes.",Several analytical challenges make it difficult to accurately measure coenzyme A ,quantit analysi myocyt,sever analyt challeng make difficult accur measur coenzym,2023-11-01,False,True,False,False,False,False,False,False
37812691,Impact of symptom-to-reperfusion-time on transmural infarct extent and left ,AIMS: We examined the association between the symptom-to-reperfusion-time and ,impact transmur infarct extent left,aim examin associ,2023-10-09,False,True,False,True,False,False,False,False
37812690,The Unified Atherosclerosis Paradigm: Promisingly Close or Perpetually Distant?,,unifi atherosclerosi paradigm promisingli close perpetu distant,,2023-10-09,False,True,False,False,False,False,False,True
37812655,Cardiac Troponins for Diagnosis and Prognostic Assessment of Immune Checkpoint ,,cardiac troponin diagnosi prognost assess immun checkpoint,,2023-10-10,True,False,False,False,False,False,False,True
37812654,"Letter by Krisai et al Regarding Article, ""Pulsed Field Ablation for the ",,letter krisai et al regard articl puls field ablat,,2023-10-10,False,False,True,False,False,False,False,False
37812653,Implantable Cardioverter Defibrillator in Patients With Nonischemic Systolic ,,implant cardiovert defibril patient nonischem systol,,2023-10-10,False,False,True,False,False,False,False,False
37812638,Dyslipidemia and its predictors among adult workers in eastern Ethiopia: An ,INTRODUCTION: Dyslipidemia is a modifiable major risk factor for coronary heart ,dyslipidemia predictor among adult worker eastern ethiopia,introduct dyslipidemia modifi major risk factor coronari heart,,False,True,False,False,False,False,False,False
37812543,A Review on Atrial Fibrillation Detection from Ambulatory ECG.,Atrial fibrillation (AF) is a prevalent clinical arrhythmia disease and is an ,review atrial fibril detect ambulatori ecg,atrial fibril af preval clinic arrhythmia diseas,2023-10-09,False,True,True,True,False,False,False,True
37812487,Mortality Risk and Burden From a Spectrum of Causes in Relation to ,BACKGROUND: There is limited evidence regarding the adverse impact of particulate ,mortal risk burden spectrum caus relat,background limit evid regard advers impact particul,2023-10-09,False,True,False,False,True,False,False,False
37812418,Depressive Symptoms and Mortality Among US Adults.,IMPORTANCE: Depression is a common mental health disorder in the US. Depressive ,depress symptom mortal among us adult,import depress common mental health disord us depress,2023-10-02,False,True,True,True,True,False,False,False
37812401,A tilted prosthetic mitral valve decade after mitral valve replacement.,,tilt prosthet mitral valv decad mitral valv replac,,,False,False,False,False,False,False,False,False
37812397,Child abuse with multiple sharp foreign bodies penetrating the chest wall causing ,We present a case of repeated child abuse causing left-sided hemothorax and ,child abus multipl sharp foreign bodi penetr chest wall caus,present case repeat child abus caus hemothorax,,False,False,False,False,False,False,False,False
37812220,Recombinant human diamine oxidase prevents hemodynamic effects of continuous ,OBJECTIVE: To test whether recombinant human diamine oxidase (rhDAO) with a ,recombin human diamin oxidas prevent hemodynam effect continu,object test whether recombin human diamin oxidas rhdao,,False,True,True,False,False,False,False,False
37812208,Long-term proof of efficiency for respect versus resect techniques in mitral ,,proof effici respect versu resect techniqu mitral,,2023-10-04,False,False,False,False,False,False,False,False
37812054,Value of increased CRP/albumin ratio in predicting embolic events in patients ,"Background: The CRP/albumin ratio (CAR), a new inflammatory marker, is associated ",valu increas ratio predict embol event patient,background ratio car new inflammatori marker associ,,False,True,False,False,False,False,False,True
37812053,Peptidylglycine alpha-amidating monooxygenase and adrenomedullin measurement in ,Background: Peptidylglycine alpha-amidating monooxygenase (PAM) is an enzyme involved ,peptidylglycin monooxygenas adrenomedullin measur,background peptidylglycin monooxygenas pam enzym involv,,False,True,False,False,False,True,False,True
37812010,Mechanism of Ion Channel Impairment in the Occurrence of Arrhythmia in Patients ,Sudden cardiac death is the most unpredictable and devastating consequence of ,mechan ion channel impair occurr arrhythmia patient,sudden cardiac death unpredict devast consequ,2023-10-09,False,True,False,False,False,False,False,False
37811961,Evaluation of Hydration Status by Bioelectrical Impedance Vector Analysis in ,Ischemic heart disease (IHD) represents a group of clinical syndromes ,evalu hydrat statu bioelectr imped vector analysi,ischem heart diseas ihd repres group clinic syndrom,2023-09-22,False,True,False,False,False,False,False,True
37811943,Semi-Automatic Graphical Tool for Measuring Coronary Artery Spatially Weighted ,The current standard for measuring coronary artery calcification to determine the ,graphic tool measur coronari arteri spatial weight,current standard measur coronari arteri calcif determin,2023-09-22,False,True,False,False,False,False,False,False
37811770,Evaluation of the correlation between fetuin-B levels and essential hypertension: ,"BACKGROUND: Fetuin-B, a cytokine that regulates lipid metabolism, has recently ",evalu correl level essenti hypertens,background cytokin regul lipid metabol recent,2023-12-01,False,True,False,False,False,False,False,False
37811720,Single-cell reconstruction and mutation enrichment analysis identifies ,Congenital heart disease (CHD) is one of the most prevalent neonatal congenital ,reconstruct mutat enrich analysi identifi,congenit heart diseas chd one preval neonat congenit,2023-12-01,False,True,False,False,False,False,False,False
37811713,A fat- and sucrose-enriched diet causes metabolic alterations in mdx mice.,"Duchenne muscular dystrophy (DMD), a progressive muscle disease caused by the ",diet caus metabol alter mdx mice,duchenn muscular dystrophi dmd progress muscl diseas caus,2023-12-01,False,True,False,False,False,False,False,False
37811704,Hospital admissions among people with diabetes: A systematic review.,OBJECTIVE: To describe the reasons for hospital admission among people with ,hospit admiss among peopl diabet systemat review,object describ reason hospit admiss among peopl,2023-10-09,False,True,False,False,False,False,False,False
37811703,Combinatorial Effect of Biomaterials and Extracellular Vesicle Therapy for Heart ,"Heart failure, a pervasive global health burden, necessitates innovative ",combinatori effect biomateri extracellular vesicl therapi heart,heart failur pervas global health burden necessit innov,2023-10-09,False,True,True,False,False,False,False,False
37811686,Three decades of collaboration through the Pediatric Heart Transplant Society ,BACKGROUND: The Pediatric Heart Transplant Society (PHTS) Registry was founded ,three decad collabor pediatr heart transplant societi,background pediatr heart transplant societi pht registri found,2023-10-09,False,True,False,False,False,True,False,False
37811648,​Meta-analysis of the applied value of the growth differentiation factor 15 ,OBJECTIVE: To systematically evaluate the diagnostic value of growth ,appli valu growth differenti factor 15,object systemat evalu diagnost valu growth,,False,False,False,False,False,False,False,True
37811628,Application of Dual-Source CT Using Iterative Reconstruction Technology Combined ,BACKGROUND AND OBJECTIVE: In order to achieve early detection of myocardial ,applic ct use iter reconstruct technolog combin,background object order achiev earli detect myocardi,,False,True,False,False,False,False,False,True
37811606,Serum aldosterone in right ventricular failure versus left ventricular failure ,BACKGROUND: Heart failure (HF) is a global growing health threat. This ,serum aldosteron right ventricular failur versu left ventricular failur,background heart failur hf global grow health threat,,True,False,True,False,False,False,False,True
37811525,Response to a low-energy meal replacement plan on glycometabolic profile and ,BACKGROUND: South Asians (SA) constitute a quarter of the global population and ,respons meal replac plan glycometabol profil,background south asian sa constitut quarter global popul,,False,True,False,True,True,False,False,False
37811491,The effects of a firefighting simulation on the vascular and autonomic functions ,"Introduction: During firefighting, physical and cognitive demands increase. ",effect firefight simul vascular autonom function,introduct firefight physic cognit demand increas,,False,True,False,False,False,False,False,False
37811368,"Advances in the design, generation, and application of tissue-engineered ","Due to the limited regenerative ability of cardiomyocytes, the disabling ",advanc design gener applic,due limit regen abil cardiomyocyt disabl,,True,True,False,False,False,False,False,False
37811237,Retracted: Efficacy and Safety of Minimally Invasive Transcatheter Closure of ,[This retracts the article DOI: 10.1155/2022/2969979.].,retract efficaci safeti minim invas transcathet closur,retract articl doi,,False,True,False,False,False,False,False,False
37811222,"Retracted: Effectiveness of ""Internet+"" Based Cardiac Rehabilitation on Prognosis ",[This retracts the article DOI: 10.1155/2022/1574774.].,retract effect base cardiac rehabilit prognosi,retract articl doi,,False,True,False,False,False,False,False,False
37811186,Does Adding the Pulmonary Infarction and Right Ventricle to Left Ventricle ,Background  The Qanadli index can be used to assess the severity of pulmonary ,ad pulmonari infarct right ventricl left ventricl,background qanadli index use assess sever pulmonari,,False,True,False,False,False,False,False,False
37811182,Basic Concepts and Insights into Aortopulmonary Collateral Arteries in Congenital ,Aortopulmonary collateral arteries are persistent embryological vessels supplying ,basic concept insight aortopulmonari collater arteri congenit,aortopulmonari collater arteri persist embryolog vessel suppli,,False,True,True,False,False,False,False,True
37811163,Right Aortic Arch with Bicarotid Trunk and Isolated Left Subclavian Artery: ,Variant arch anatomy may be seen associated with many congenital heart diseases. ,right aortic arch bicarotid trunk isol left subclavian arteri,variant arch anatomi may seen associ mani congenit heart diseas,,False,True,False,False,False,False,False,True
37811158,Case report-right atrial mass: a very rare presentation of endometrial cancer ,BACKGROUND: We report a case of a 47-year-old woman with right atrial metastasis ,case atrial mass rare present endometri cancer,background report case woman right atrial metastasi,,False,True,True,True,False,False,False,True
37811157,Case report: septic embolism through patent foramen ovale in mitral valve ,BACKGROUND: Infective endocarditis with septic emboli is a well-recognized ,case report septic embol patent foramen oval mitral valv,background infect endocard septic emboli,,False,True,False,False,False,False,False,False
37811155,Scimitar syndrome with large atrial septal defect and a rare partial anomalous ,BACKGROUND: Scimitar syndrome is a very rare congenital cardio-pulmonary disease ,scimitar syndrom larg atrial septal defect rare partial anomal,background scimitar syndrom rare congenit diseas,,False,True,False,False,False,False,False,True
37811137,A Randomized Controlled Trial to Examine the Relationship Between Peer Mentoring ,BACKGROUND: Studies examining the effect of peer mentoring on physical activity ,random control trial examin relationship peer mentor,background studi examin effect peer mentor physic activ,,False,True,False,False,True,False,False,False
37811136,Peripheral Inflammatory Factors and Acute Myocardial Infarction Risk: A Mendelian ,BACKGROUND: Previous observational studies have confirmed the relationship ,peripher inflammatori factor acut myocardi infarct risk mendelian,background previou observ studi confirm relationship,,False,True,False,False,False,False,False,False
37811116,Worm infestation as a cause of severe anemia in a frail older adult: a case ,INTRODUCTION: Worm infestations are a common occurrence in low-income countries. ,worm infest caus sever anemia frail older adult case,introduct worm infest common occurr countri,,True,True,True,False,False,False,False,True
37811103,"Efficacy, safety, and economy of shensongyangxin capsules for the treatment of ",BACKGROUND: Shensong Yangxin Capsules (SSYX) is a proprietary Chinese medicine ,efficaci safeti economi shensongyangxin capsul treatment,background shensong yangxin capsul ssyx proprietari chines medicin,,False,True,True,False,False,False,False,False
37811097,Distinct non-contrast computerized tomography head findings in a patient with ,INTRODUCTION: Tetralogy of Fallot is a cyanotic congenital heart disease which if ,distinct computer tomographi head find patient,introduct tetralog fallot cyanot congenit heart diseas,,False,True,False,True,False,False,False,False
37811071,Cardiac arrhythmias in STEMI patients in ICU: study on occurrence in first 48 h ,INTRODUCTION: Acute myocardial infarction (AMI) is one of the leading causes of ,cardiac arrhythmia stemi patient icu studi occurr first 48 h,introduct acut myocardi infarct ami one lead caus,,False,True,False,True,False,False,False,False
37811064,Preoperative echocardiography in patients with hip fracture: a prospective cohort ,INTRODUCTION: Although clinical guidelines suggest echocardiography before ,preoper echocardiographi patient hip fractur prospect cohort,introduct although clinic guidelin suggest echocardiographi,,False,True,True,False,False,False,False,False
37811029,Gonococcal endocarditis in a 32-year-old male: a rare presentation of an ,INTRODUCTION AND IMPORTANCE: Disseminated gonococcal infection (DGI) is an ,gonococc endocard male rare present,introduct import dissemin gonococc infect dgi,,False,True,False,True,False,False,False,True
37811017,Efficacy and safety of finerenone in chronic kidney disease and type 2 diabetes ,BACKGROUND AND OBJECTIVES: The incidence of morbidity and mortality in patients ,efficaci safeti finerenon chronic kidney diseas type 2 diabet,background object incid morbid mortal patient,,False,True,True,False,False,False,False,False
37810997,Engineered Extracellular Vesicle-Based Therapies for Valvular Heart Disease.,INTRODUCTION: Valvular heart disease represents a significant burden to the ,engin extracellular therapi valvular heart diseas,introduct valvular heart diseas repres signific burden,,False,True,False,False,False,False,False,False
37810968,Case Report: A rare case of non-small cell lung cancer with STRN-ALK fusion in a ,"Several cases of STRN-ALK fusion have been reported, and some anaplastic lymphoma ",case report rare case cell lung cancer fusion,sever case fusion report anaplast lymphoma,,False,True,True,False,False,False,False,False
37810953,Prognostic Nutritional Index Combined with Triglyceride-Glucose Index to Contrast ,OBJECTIVE: Our objective was to develop and validate a nomogram model aiming at ,prognost nutrit index combin index contrast,object object develop valid nomogram model aim,,False,True,True,False,False,False,False,True
37810949,The Association of Nocturnal Seizures and Interictal Cardiac/Central Autonomic ,"PURPOSE: Patients with epilepsy frequently experience autonomic dysfunction, ",associ nocturn seizur interict autonom,purpos patient epilepsi frequent experi autonom dysfunct,,False,True,True,False,False,False,False,False
37810879,A two-cohort study on the association between the gut microbiota and bone ,The gut microbiome affects the inflammatory environment through effects on ,studi associ gut microbiota bone,gut microbiom affect inflammatori environ effect,,False,True,False,False,False,False,False,False
37810749,Heart and kidney organoids maintain organ-specific function in a microfluidic ,Heart and kidney communicate with one another in an interdependent relationship ,heart kidney organoid maintain function microfluid,heart kidney commun one anoth interdepend relationship,,False,True,True,False,False,False,False,False
37810738,Validating human and mouse tissues commonly used in atherosclerosis research with ,OBJECTIVE: Characterization of the atherosclerotic process fully relies on ,valid human mous tissu commonli use atherosclerosi research,object character atherosclerot process fulli reli,,False,True,False,False,False,False,False,False
37810172,Progranulin deficiency exacerbates cardiac remodeling after myocardial ,Myocardial infarction (MI) is a lethal disease that causes irreversible ,progranulin defici exacerb cardiac remodel myocardi,myocardi infarct mi lethal diseas caus irrevers,,True,True,False,False,False,False,False,False
37810171,A combination of 5/6-nephrectomy and unilateral ureteral obstruction model ,"Chronic kidney disease (CKD) involves progressive renal fibrosis, which gradually ",combin unilater ureter obstruct model,chronic kidney diseas ckd involv progress renal fibrosi gradual,,False,True,False,False,False,False,False,False
37810095,CD3-immunotoxin mediated depletion of T cells in lymphoid tissues of rhesus ,Selective T-cell depletion prior to cell or organ transplantation is considered a ,mediat deplet cell lymphoid tissu rhesu,select deplet prior cell organ transplant consid,,False,True,True,False,False,False,False,False
37809945,Gelatin-coated silicon oxide nanoparticles encapsulated recombinant human ,Ischemic Heart Disease (IHD) is the main global cause of death. Previous studies ,silicon oxid nanoparticl encapsul recombin human,ischem heart diseas ihd main global caus death previou studi,,True,True,True,False,False,False,False,False
37809738,Real-world approach to comprehensive artificial intelligence-aided CT evaluation ,PURPOSE: Recent guidelines provide broader support for the use of less invasive ,approach comprehens artifici ct evalu,purpos recent guidelin provid broader support use less invas,,False,True,False,False,False,False,False,False
37809423,Transient constrictive pericarditis following coxsackievirus A4 infection as a ,BACKGROUND: Transient constrictive pericarditis (TCP) is a distinct constrictive ,transient constrict pericard follow coxsackieviru a4 infect,background transient constrict pericard tcp distinct constrict,,False,True,True,True,False,False,False,True
37809394,The role of chromium supplementation in cardiovascular risk factors: A ,"In the recent years, micronutrients play an important role in improving body ",role chromium supplement cardiovascular risk factor,recent year micronutri play import role improv bodi,,False,True,False,False,False,False,False,False
37809310,The impact of gratitude interventions on patients with cardiovascular disease: a ,Positive psychological factors play a pivotal role in improving cardiovascular ,impact gratitud intervent patient cardiovascular diseas,posit psycholog factor play pivot role improv cardiovascular,,False,True,False,True,False,False,False,False
37809210,From Obscurity To Spotlight: Staphylococcus lugdunensis-Induced Infective ,Infective endocarditis (IE) represents a grave infection characterized by ,obscur spotlight staphylococcu infect,infect endocard ie repres grave infect character,,False,True,True,False,False,False,False,False
37809186,Cardiac Safety of Pegylated Liposomal Doxorubicin After Conventional Doxorubicin ,BACKGROUND: Lifetime cumulative doses of conventional doxorubicin (>450 mg/m2) ,cardiac safeti pegyl liposom doxorubicin convent doxorubicin,background lifetim cumul dose convent doxorubicin 450,,False,True,True,False,False,False,False,True
37809172,Allopurinol-Induced Uncommon Dermatological Emergency of Toxic Epidermal ,"Toxic epidermal necrolysis (TEN) is a life-threatening, blistering dermatitis. It ",uncommon dermatolog emerg toxic epiderm,toxic epiderm necrolysi ten blister dermat,,True,True,False,False,False,False,False,False
37809115,Awareness of Chronic Obstructive Pulmonary Disease and Its Risk Factors Among the ,BACKGROUND: Epidemiological studies are crucial in appraising the occurrence of ,awar chronic obstruct pulmonari diseas risk factor among,background epidemiolog studi crucial apprais occurr,,False,True,True,False,False,False,False,True
37809085,A quantitative systems pharmacology model for certolizumab pegol treatment in ,BACKGROUND: Psoriasis is a chronic immune-mediated inflammatory systemic disease ,quantit system pharmacolog model certolizumab pegol treatment,background psoriasi chronic inflammatori system diseas,,True,True,True,False,False,False,False,False
37808992,"""We are in the forgotten corner!"" a qualitative study of experiences and ",BACKGROUND: Acute myocardial infarction (AMI) is a common and serious ,forgotten corner qualit studi experi,background acut myocardi infarct ami common seriou,,False,True,False,False,False,False,False,False
37808963,"Characteristics, treatment patterns, health care resource utilization and costs ",BACKGROUND: Real-world data describing the impact of incident bullous pemphigoid ,characterist treatment pattern health care resourc util cost,background data describ impact incid bullou pemphigoid,,False,True,True,False,False,False,False,True
37808888,Machine learning models for predicting the risk factor of carotid plaque in ,INTRODUCTION: Cardiovascular disease (CVD) is a group of diseases involving the ,machin learn model predict risk factor carotid plaqu,introduct cardiovascular diseas cvd group diseas involv,,False,True,False,False,True,False,False,False
37808880,Composition of ex vivo perfusion solutions and kinetics define differential ,BACKGROUND: Ex vivo lung perfusion (EVLP) uses continuous normothermic perfusion ,composit ex vivo perfus solut kinet defin differenti,background ex vivo lung perfus evlp use continu normotherm perfus,,False,True,False,False,False,False,False,False
37808876,Case report: Recurrence of inflammatory cardiomyopathy detected by ,BACKGROUND: The diagnosis of inflammatory cardiomyopathies remains challenging. ,case report recurr inflammatori cardiomyopathi detect,background diagnosi inflammatori cardiomyopathi remain challeng,,False,True,True,False,False,False,False,True
37808872,Disease-driven domain generalization for neuroimaging-based assessment of ,Development of deep learning models to assess the degree of cognitive impairment ,domain gener assess,develop deep learn model assess degre cognit impair,2023-09-25,False,True,False,False,False,False,False,True
37808837,Cardiopulmonary Exercise Testing in a Prospective Multicenter Cohort of Older ,BACKGROUND: Cardiorespiratory fitness (CRF) measured by peak oxygen consumption ,cardiopulmonari exercis test prospect multicent cohort older,background cardiorespiratori fit crf measur peak oxygen consumpt,2023-09-26,False,True,False,True,False,True,False,False
37808806,A Retrospective Case Study of Successful Translational Research: Cardiovascular ,"In underserved communities in New York City, uninsured adults encounter a greater ",retrospect case studi success translat research cardiovascular,underserv commun new york citi uninsur adult encount greater,2023-09-27,False,True,False,False,False,True,False,False
37808701,"Rare variant association analysis in 51,256 type 2 diabetes cases and 370,487 ",We meta-analyzed array data imputed with the TOPMed reference panel and ,rare variant associ analysi type 2 diabet case,array data imput topm refer panel,2023-09-29,False,True,False,False,False,False,False,False
37808685,A digital biomarker for aortic stenosis development and progression using deep ,BACKGROUND: The timely identification of aortic stenosis (AS) and disease stage ,digit biomark aortic stenosi develop progress use deep,background time identif aortic stenosi diseas stage,2023-09-29,False,True,False,False,True,True,False,False
37808684,Prenatal Arsenite Exposure Alters Maternal Cardiac Remodeling During Late ,Exposure to inorganic arsenic through drinking water is widespread and has been ,prenat arsenit exposur alter matern cardiac remodel late,exposur inorgan arsen drink water widespread,2023-09-29,False,True,False,False,False,False,False,False
37808654,Association of Depression Symptoms and Biomarkers of Risk on Clinical Outcomes in ,BACKGROUND: Prior studies have demonstrated an association of depression with ,associ depress symptom biomark risk clinic outcom,background prior studi demonstr associ depress,2023-09-27,False,True,False,True,False,False,False,False
37808641,Correction for Collider Bias in the Genome-wide Association Study of ,AIMS: Type 2 diabetes (T2D) is a major risk factor for heart failure (HF) across ,correct collid bia associ studi,aim type 2 diabet t2d major risk factor heart failur hf across,2023-09-25,False,True,False,False,False,False,False,False
37808586,Sex chromosome mechanisms in cardiac development and disease.,"Many human diseases, including cardiovascular disease, show differences between ",sex chromosom mechan cardiac develop diseas,mani human diseas includ cardiovascular diseas show differ,,False,True,True,False,False,False,False,False
37808468,"Demographic, Clinical, and Psychosocial Predictors of Exercise Adherence: The ","PURPOSE: To identify baseline demographic, clinical, and psychosocial predictors ",demograph clinic psychosoci predictor exercis adher,purpos identifi baselin demograph clinic psychosoci predictor,,False,True,False,False,False,False,False,False
37808381,A short note on hypertension management.,"Hypertension occupies a unique position in public health care, because it is the ",short note hypertens manag,hypertens occupi uniqu posit public health care,,False,True,True,False,False,True,False,False
37808379,Molecular docking analysis of AGTR1 antagonists.,Cardiovascular diseases (CVDs) are the leading cause of death and morbidity ,molecular dock analysi agtr1 antagonist,cardiovascular diseas cvd lead caus death morbid,,True,True,True,False,False,False,False,False
37808344,CYP2C19 Genotype Prevalence and Association With Recurrent Myocardial Infarction ,BACKGROUND: Cytochrome P450 family 2 subfamily C member 19 (CYP2C19) is a hepatic ,cyp2c19 genotyp preval associ recurr myocardi infarct,background cytochrom p450 famili 2 subfamili c member 19 cyp2c19 hepat,,True,True,False,False,False,False,False,False
37808321,Advancing microbiome research with machine learning: key findings from the ,The rapid development of machine learning (ML) techniques has opened up the ,advanc microbiom research machin learn key find,rapid develop machin learn ml techniqu open,,False,True,False,False,False,False,False,False
37808231,The combined effect of socioeconomic position and C-reactive protein for ,Cardiovascular disease and diabetes are leading causes of morbidity and mortality ,combin effect socioeconom posit protein,cardiovascular diseas diabet lead caus morbid mortal,,False,True,False,False,False,False,False,False
37808170,Left atrial calcification on chest CT: atrial ablation replaces rheumatic heart ,"PURPOSE: Left atrial calcification (LAC), a primarily radiologic diagnosis, has ",left atrial calcif chest ct atrial ablat replac rheumat heart,purpos left atrial calcif lac primarili radiolog diagnosi,,False,True,False,False,False,False,False,True
37808167,Mechanism of rhubarb in the treatment of hyperlipidemia: A recent review.,"Hyperlipidemia is a metabolic disorder, which is a major risk factor for ",mechan rhubarb treatment hyperlipidemia recent review,hyperlipidemia metabol disord major risk factor,,True,True,True,False,True,False,False,False
37808119,Ivabradine in patients with heart failure: a systematic literature review.,Background: Heart failure is a chronic disease linked with significant morbidity ,ivabradin patient heart failur systemat literatur review,background heart failur chronic diseas link signific morbid,,False,True,False,False,False,False,False,False
37808107,Development of an artificial intelligence-based method for the diagnosis of the ,An algorithm based on artificial intelligence (AI) was developed and tested to ,develop artifici method diagnosi,algorithm base artifici intellig ai develop test,,False,True,False,False,False,False,False,True
37808089,Identifying factors associated with fast visual field progression in patients ,PURPOSE: To identify ocular hypertension (OHT) subtypes with different trends of ,identifi factor associ fast visual field progress patient,purpos identifi ocular hypertens oht subtyp differ trend,2023-09-26,False,True,True,False,False,False,False,False
37808055,Bioinspired polymeric heart valves: A combined in vitro and in silico approach.,BACKGROUND: Polymeric heart valves (PHVs) may address the limitations of ,bioinspir polymer heart valv combin vitro silico approach,background polymer heart valv phv may address limit,,False,True,True,False,False,False,False,False
37808051,Patterns of genetic mutations explored by systematic screening of patients with ,"OBJECTIVE: Genetic aortopathy, if left untreated, leads to aortic catastrophe in ",pattern genet mutat explor systemat screen patient,object genet aortopathi left untreat lead aortic catastroph,,False,True,False,False,False,False,False,True
